ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
place_o-990023,2023-04-12 18:06:45+00:00,place order,['o-990023'],['Eastern Oak Insurance Zrt.'],"['i-880078', 'i-880079', 'i-880080', 'i-880081', 'i-880082', 'i-880083', 'i-880084']","['Kindle', 'iPad', 'MacBook Pro', 'Echo', 'Kindle', 'Echo Show 8', 'iPad Pro']",,
pick_i-880070,2023-04-12 18:10:41+00:00,pick item,,,['i-880070'],['MacBook Pro'],['Leah Tacke genannt Unterberg'],
pick_i-880083,2023-04-12 20:19:32+00:00,pick item,,,['i-880083'],['Echo Show 8'],['Mahsa Bafrani'],
pick_i-880082,2023-04-12 20:24:23+00:00,pick item,,,['i-880082'],['Kindle'],['Marco Pegoraro'],
deliver_p-660004,2023-04-12 20:26:44+00:00,package delivered,,,"['i-880014', 'i-880013', 'i-880010', 'i-880011', 'i-880024', 'i-880025', 'i-880015', 'i-880038', 'i-880041', 'i-880040', 'i-880042', 'i-880045', 'i-880044', 'i-880039', 'i-880043', 'i-880012']","['iPhone 11 Pro', 'Fire Stick 4K', 'Fire Stick 4K', 'iPad mini', 'Kindle Paperwhite', 'Echo Show 5', 'Echo', 'iPad mini', 'Fire Stick 4K', 'iPad mini', 'Kindle', 'MacBook Air', 'iPad Air', 'Fire Stick', 'Kindle Paperwhite', 'iPad Air']",['Yisong Zhang'],['p-660004']
out_of_stock_i-880072,2023-04-12 20:32:47+00:00,item out of stock,,,['i-880072'],['iPhone 11 Pro'],['Marco Pegoraro'],
fail_p-660002_1,2023-04-12 21:59:43+00:00,failed delivery,,,"['i-880057', 'i-880004']","['iPhone 11', 'Fire Stick 4K']",['Eduardo Goulart Rocha'],['p-660002']
pick_i-880079,2023-04-12 22:18:37+00:00,pick item,,,['i-880079'],['iPad'],['Mahsa Bafrani'],
pick_i-880078,2023-04-12 22:23:11+00:00,pick item,,,['i-880078'],['Kindle'],['Christopher Schwanen'],
confirm_o-990019,2023-04-12 22:29:09+00:00,confirm order,['o-990019'],['Iberian Sun Solaridades SA'],"['i-880063', 'i-880064', 'i-880065', 'i-880066']","['Kindle', 'iPhone 11 Pro', 'Kindle', 'iPad Pro']",['Christine von Dobbert'],
reorder_i-880068,2023-04-12 22:51:10+00:00,reorder item,,,['i-880068'],['iPad Air'],['Leah Tacke genannt Unterberg'],
create_p-660005,2023-04-13 00:39:09+00:00,create package,,,"['i-880017', 'i-880016']","['Kindle', 'iPad mini']",['Marco Pegoraro'],['p-660005']
pick_i-880081,2023-04-13 00:39:09+00:00,pick item,,,['i-880081'],['Echo'],['Christopher Schwanen'],
out_of_stock_i-880080,2023-04-13 00:54:25+00:00,item out of stock,,,['i-880080'],['MacBook Pro'],['Nina Graves'],
create_p-660006,2023-04-13 01:00:00+00:00,create package,,,"['i-880018', 'i-880022', 'i-880021', 'i-880020', 'i-880023', 'i-880069', 'i-880019']","['iPhone 8', 'MacBook Air', 'iPhone 11', 'Echo Dot', 'iPhone 11 Pro', 'Echo', 'iPad Pro']",['Christopher Schwanen'],['p-660006']
reorder_i-880072,2023-04-13 01:34:22+00:00,reorder item,,,['i-880072'],['iPhone 11 Pro'],['Marco Pegoraro'],
out_of_stock_i-880084,2023-04-13 01:36:45+00:00,item out of stock,,,['i-880084'],['iPad Pro'],['Nina Graves'],
pay_o-990013,2023-04-13 02:33:44+00:00,pay order,['o-990013'],,"['i-880038', 'i-880039', 'i-880040', 'i-880041', 'i-880042', 'i-880043', 'i-880044', 'i-880045']","['iPad mini', 'Fire Stick', 'iPad mini', 'Fire Stick 4K', 'Kindle', 'Kindle Paperwhite', 'iPad Air', 'MacBook Air']",,
confirm_o-990020,2023-04-13 03:20:18+00:00,confirm order,['o-990020'],['AlpenTech Innovations AG'],['i-880067'],['Echo Plus'],['Wil van der Aalst'],
out_of_stock_i-880077,2023-04-13 03:42:45+00:00,item out of stock,,,['i-880077'],['MacBook Air'],['Christopher Schwanen'],
pick_i-880072,2023-04-13 04:45:43+00:00,pick item,,,['i-880072'],['iPhone 11 Pro'],['Marco Pegoraro'],
pick_i-880068,2023-04-13 05:30:54+00:00,pick item,,,['i-880068'],['iPad Air'],['Mahsa Bafrani'],
send_p-660005,2023-04-13 05:45:36+00:00,send package,,,"['i-880017', 'i-880016']","['Kindle', 'iPad mini']","['Gyunam Park', 'Benedikt Knopp']",['p-660005']
send_p-660006,2023-04-13 06:16:00+00:00,send package,,,"['i-880018', 'i-880022', 'i-880021', 'i-880020', 'i-880023', 'i-880069', 'i-880019']","['iPhone 8', 'MacBook Air', 'iPhone 11', 'Echo Dot', 'iPhone 11 Pro', 'Echo', 'iPad Pro']","['Viki Peeva', 'Marco Pegoraro']",['p-660006']
reorder_i-880084,2023-04-13 07:32:17+00:00,reorder item,,,['i-880084'],['iPad Pro'],['Nina Graves'],
place_o-990024,2023-04-13 09:09:49+00:00,place order,['o-990024'],['SwissPeak Timepieces AG'],"['i-880085', 'i-880086', 'i-880087', 'i-880088', 'i-880089', 'i-880090', 'i-880091', 'i-880092', 'i-880093']","['Echo Studio', 'iPad mini', 'iPad Pro', 'MacBook Air', 'Kindle', 'iPad', 'iPhone 11', 'iPhone 8', 'iPhone 11']",,
out_of_stock_i-880074,2023-04-13 11:01:10+00:00,item out of stock,,,['i-880074'],['Echo Studio'],['Mahsa Bafrani'],
out_of_stock_i-880073,2023-04-13 11:04:34+00:00,item out of stock,,,['i-880073'],['iPad Air'],['Leah Tacke genannt Unterberg'],
pick_i-880091,2023-04-13 11:14:18+00:00,pick item,,,['i-880091'],['iPhone 11'],['Mahsa Bafrani'],
pick_i-880092,2023-04-13 11:31:12+00:00,pick item,,,['i-880092'],['iPhone 8'],['Christopher Schwanen'],
reorder_i-880080,2023-04-13 12:44:15+00:00,reorder item,,,['i-880080'],['MacBook Pro'],['Leah Tacke genannt Unterberg'],
pick_i-880093,2023-04-13 13:20:57+00:00,pick item,,,['i-880093'],['iPhone 11'],['Marco Pegoraro'],
pick_i-880087,2023-04-13 13:29:05+00:00,pick item,,,['i-880087'],['iPad Pro'],['Christopher Schwanen'],
pick_i-880089,2023-04-13 13:32:53+00:00,pick item,,,['i-880089'],['Kindle'],['Benedikt Knopp'],
place_o-990025,2023-04-13 13:39:56+00:00,place order,['o-990025'],['Balkan Minerals d.o.o.'],"['i-880094', 'i-880095']","['Kindle', 'iPad']",,
pay_o-990018,2023-04-13 13:45:23+00:00,pay order,['o-990018'],,"['i-880060', 'i-880061', 'i-880062']","['iPad mini', 'Echo Studio', 'iPhone 11 Pro']",,
reorder_i-880077,2023-04-13 13:48:45+00:00,reorder item,,,['i-880077'],['MacBook Air'],['Benedikt Knopp'],
confirm_o-990021,2023-04-13 14:00:21+00:00,confirm order,['o-990021'],['Mediterranea Luxury Cruises S.p.A.'],"['i-880068', 'i-880069']","['iPad Air', 'Echo']",['Wil van der Aalst'],
pick_i-880084,2023-04-13 14:01:41+00:00,pick item,,,['i-880084'],['iPad Pro'],['Christopher Schwanen'],
create_p-660007,2023-04-13 15:11:04+00:00,create package,,,['i-880009'],['Echo'],['Mahsa Bafrani'],['p-660007']
pick_i-880088,2023-04-13 15:11:04+00:00,pick item,,,['i-880088'],['MacBook Air'],['Mahsa Bafrani'],
create_p-660008,2023-04-13 15:49:25+00:00,create package,,,"['i-880028', 'i-880027', 'i-880050', 'i-880047', 'i-880048', 'i-880046', 'i-880049', 'i-880083', 'i-880082', 'i-880079', 'i-880078', 'i-880081', 'i-880084', 'i-880026']","['iPad Air', 'iPhone 11', 'Kindle', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPhone X', 'Fire Stick 4K', 'Echo Show 8', 'Kindle', 'iPad', 'Kindle', 'Echo', 'iPad Pro', 'Fire Stick']",['Christopher Schwanen'],['p-660008']
pick_i-880086,2023-04-13 15:49:25+00:00,pick item,,,['i-880086'],['iPad mini'],['Nina Graves'],
pick_i-880095,2023-04-13 16:03:31+00:00,pick item,,,['i-880095'],['iPad'],['Mahsa Bafrani'],
pick_i-880094,2023-04-13 17:41:44+00:00,pick item,,,['i-880094'],['Kindle'],['Detlef Wetzeler'],
place_o-990026,2023-04-13 18:40:11+00:00,place order,['o-990026'],['Vesta Fashion House GmbH'],"['i-880096', 'i-880097', 'i-880098', 'i-880099', 'i-880100']","['Echo Dot', 'Echo Dot', 'iPhone 11', 'Fire Stick 4K', 'iPhone 11']",,
send_p-660007,2023-04-13 20:39:37+00:00,send package,,,['i-880009'],['Echo'],"['Majid Rafiei', 'Nina Graves']",['p-660007']
pick_i-880100,2023-04-13 20:50:32+00:00,pick item,,,['i-880100'],['iPhone 11'],['Benedikt Knopp'],
send_p-660008,2023-04-13 21:15:04+00:00,send package,,,"['i-880028', 'i-880027', 'i-880050', 'i-880047', 'i-880048', 'i-880046', 'i-880049', 'i-880083', 'i-880082', 'i-880079', 'i-880078', 'i-880081', 'i-880084', 'i-880026']","['iPad Air', 'iPhone 11', 'Kindle', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPhone X', 'Fire Stick 4K', 'Echo Show 8', 'Kindle', 'iPad', 'Kindle', 'Echo', 'iPad Pro', 'Fire Stick']","['Viki Peeva', 'Marco Pegoraro']",['p-660008']
reorder_i-880074,2023-04-13 22:27:34+00:00,reorder item,,,['i-880074'],['Echo Studio'],['Nina Graves'],
confirm_o-990022,2023-04-13 22:42:32+00:00,confirm order,['o-990022'],['Pantheon Art Gallery Kft.'],"['i-880070', 'i-880071', 'i-880072', 'i-880073', 'i-880074', 'i-880075', 'i-880076', 'i-880077']","['MacBook Pro', 'iPhone 8', 'iPhone 11 Pro', 'iPad Air', 'Echo Studio', 'Echo', 'iPad', 'MacBook Air']",['Istvan Koren'],
pick_i-880097,2023-04-13 22:59:41+00:00,pick item,,,['i-880097'],['Echo Dot'],['Benedikt Knopp'],
pick_i-880096,2023-04-13 23:03:23+00:00,pick item,,,['i-880096'],['Echo Dot'],['Detlef Wetzeler'],
out_of_stock_i-880085,2023-04-13 23:14:23+00:00,item out of stock,,,['i-880085'],['Echo Studio'],['Detlef Wetzeler'],
out_of_stock_i-880090,2023-04-13 23:17:49+00:00,item out of stock,,,['i-880090'],['iPad'],['Leah Tacke genannt Unterberg'],
pay_o-990017,2023-04-13 23:18:21+00:00,pay order,['o-990017'],,"['i-880057', 'i-880058', 'i-880059']","['iPhone 11', 'Fire Stick 4K', 'Echo Dot']",,
pick_i-880077,2023-04-13 23:21:03+00:00,pick item,,,['i-880077'],['MacBook Air'],['Detlef Wetzeler'],
pick_i-880080,2023-04-13 23:43:51+00:00,pick item,,,['i-880080'],['MacBook Pro'],['Benedikt Knopp'],
pick_i-880074,2023-04-14 01:43:13+00:00,pick item,,,['i-880074'],['Echo Studio'],['Nina Graves'],
reorder_i-880073,2023-04-14 02:41:49+00:00,reorder item,,,['i-880073'],['iPad Air'],['Benedikt Knopp'],
pay_o-990016,2023-04-14 02:55:58+00:00,pay order,['o-990016'],,"['i-880055', 'i-880056']","['iPhone 11', 'Echo Show 5']",,
pay_o-990021,2023-04-14 04:08:48+00:00,pay order,['o-990021'],,"['i-880068', 'i-880069']","['iPad Air', 'Echo']",,
reorder_i-880085,2023-04-14 05:08:06+00:00,reorder item,,,['i-880085'],['Echo Studio'],['Benedikt Knopp'],
pick_i-880073,2023-04-14 05:56:45+00:00,pick item,,,['i-880073'],['iPad Air'],['Detlef Wetzeler'],
confirm_o-990023,2023-04-14 07:01:18+00:00,confirm order,['o-990023'],['Eastern Oak Insurance Zrt.'],"['i-880078', 'i-880079', 'i-880080', 'i-880081', 'i-880082', 'i-880083', 'i-880084']","['Kindle', 'iPad', 'MacBook Pro', 'Echo', 'Kindle', 'Echo Show 8', 'iPad Pro']",['Mara Nitschke'],
out_of_stock_i-880098,2023-04-14 07:27:23+00:00,item out of stock,,,['i-880098'],['iPhone 11'],['Leah Tacke genannt Unterberg'],
out_of_stock_i-880099,2023-04-14 07:59:51+00:00,item out of stock,,,['i-880099'],['Fire Stick 4K'],['Leah Tacke genannt Unterberg'],
place_o-990027,2023-04-14 10:16:41+00:00,place order,['o-990027'],['Vesta Fashion House GmbH'],"['i-880101', 'i-880102', 'i-880103', 'i-880104']","['Echo Studio', 'iPad Pro', 'Echo Show 5', 'Echo']",,
pick_i-880085,2023-04-14 11:46:42+00:00,pick item,,,['i-880085'],['Echo Studio'],['Christopher Schwanen'],
deliver_p-660005,2023-04-14 13:08:28+00:00,package delivered,,,"['i-880017', 'i-880016']","['Kindle', 'iPad mini']",['Gyunam Park'],['p-660005']
deliver_p-660006,2023-04-14 13:22:05+00:00,package delivered,,,"['i-880018', 'i-880022', 'i-880021', 'i-880020', 'i-880023', 'i-880069', 'i-880019']","['iPhone 8', 'MacBook Air', 'iPhone 11', 'Echo Dot', 'iPhone 11 Pro', 'Echo', 'iPad Pro']",['Viki Peeva'],['p-660006']
reminder_o-990020_9,2023-04-14 13:25:50+00:00,payment reminder,['o-990020'],,['i-880067'],['Echo Plus'],,
reminder_o-990022_10,2023-04-14 13:56:02+00:00,payment reminder,['o-990022'],,"['i-880070', 'i-880071', 'i-880072', 'i-880073', 'i-880074', 'i-880075', 'i-880076', 'i-880077']","['MacBook Pro', 'iPhone 8', 'iPhone 11 Pro', 'iPad Air', 'Echo Studio', 'Echo', 'iPad', 'MacBook Air']",,
pick_i-880101,2023-04-14 14:31:07+00:00,pick item,,,['i-880101'],['Echo Studio'],['Detlef Wetzeler'],
pick_i-880102,2023-04-14 14:36:19+00:00,pick item,,,['i-880102'],['iPad Pro'],['Christopher Schwanen'],
place_o-990028,2023-04-14 14:53:41+00:00,place order,['o-990028'],['AlpenTech Innovations AG'],['i-880105'],['iPad mini'],,
pick_i-880103,2023-04-14 14:58:11+00:00,pick item,,,['i-880103'],['Echo Show 5'],['Benedikt Knopp'],
create_p-660009,2023-04-14 15:04:53+00:00,create package,,,"['i-880031', 'i-880029', 'i-880062', 'i-880061', 'i-880060', 'i-880030']","['Echo Show 5', 'MacBook Pro', 'iPhone 11 Pro', 'Echo Studio', 'iPad mini', 'iPhone 11 Pro']",['Marco Pegoraro'],['p-660009']
pick_i-880104,2023-04-14 15:04:53+00:00,pick item,,,['i-880104'],['Echo'],['Benedikt Knopp'],
reorder_i-880098,2023-04-14 18:19:39+00:00,reorder item,,,['i-880098'],['iPhone 11'],['Marco Pegoraro'],
deliver_p-660002,2023-04-14 18:32:54+00:00,package delivered,,,"['i-880057', 'i-880004']","['iPhone 11', 'Fire Stick 4K']",['Eduardo Goulart Rocha'],['p-660002']
pick_i-880105,2023-04-14 19:21:05+00:00,pick item,,,['i-880105'],['iPad mini'],['Marco Pegoraro'],
confirm_o-990024,2023-04-14 19:49:34+00:00,confirm order,['o-990024'],['SwissPeak Timepieces AG'],"['i-880085', 'i-880086', 'i-880087', 'i-880088', 'i-880089', 'i-880090', 'i-880091', 'i-880092', 'i-880093']","['Echo Studio', 'iPad mini', 'iPad Pro', 'MacBook Air', 'Kindle', 'iPad', 'iPhone 11', 'iPhone 8', 'iPhone 11']",['Christine von Dobbert'],
reorder_i-880099,2023-04-14 19:57:47+00:00,reorder item,,,['i-880099'],['Fire Stick 4K'],['Marco Pegoraro'],
reminder_o-990019_11,2023-04-14 19:58:33+00:00,payment reminder,['o-990019'],,"['i-880063', 'i-880064', 'i-880065', 'i-880066']","['Kindle', 'iPhone 11 Pro', 'Kindle', 'iPad Pro']",,
send_p-660009,2023-04-14 20:15:38+00:00,send package,,,"['i-880031', 'i-880029', 'i-880062', 'i-880061', 'i-880060', 'i-880030']","['Echo Show 5', 'MacBook Pro', 'iPhone 11 Pro', 'Echo Studio', 'iPad mini', 'iPhone 11 Pro']","['Gyunam Park', 'Leah Tacke genannt Unterberg']",['p-660009']
place_o-990029,2023-04-14 20:21:40+00:00,place order,['o-990029'],['Danube Pharmaceuticals BV'],"['i-880106', 'i-880107', 'i-880108', 'i-880109']","['Echo Plus', 'iPhone 8', 'iPad', 'Kindle Paperwhite']",,
reorder_i-880090,2023-04-14 21:19:13+00:00,reorder item,,,['i-880090'],['iPad'],['Mahsa Bafrani'],
confirm_o-990025,2023-04-14 21:28:48+00:00,confirm order,['o-990025'],['Balkan Minerals d.o.o.'],"['i-880094', 'i-880095']","['Kindle', 'iPad']",['Christine von Dobbert'],
pick_i-880106,2023-04-15 00:23:28+00:00,pick item,,,['i-880106'],['Echo Plus'],['Christopher Schwanen'],
pick_i-880109,2023-04-15 00:41:02+00:00,pick item,,,['i-880109'],['Kindle Paperwhite'],['Detlef Wetzeler'],
pick_i-880108,2023-04-15 00:48:06+00:00,pick item,,,['i-880108'],['iPad'],['Christopher Schwanen'],
pick_i-880098,2023-04-15 01:09:41+00:00,pick item,,,['i-880098'],['iPhone 11'],['Christopher Schwanen'],
create_p-660010,2023-04-15 02:39:01+00:00,create package,,,"['i-880035', 'i-880033', 'i-880034', 'i-880036', 'i-880037', 'i-880032']","['iPhone 11', 'Echo', 'iPhone X', 'Echo Dot', 'iPhone 8', 'MacBook Pro']",['Mahsa Bafrani'],['p-660010']
pick_i-880099,2023-04-15 02:39:01+00:00,pick item,,,['i-880099'],['Fire Stick 4K'],['Detlef Wetzeler'],
pick_i-880107,2023-04-15 03:12:22+00:00,pick item,,,['i-880107'],['iPhone 8'],['Detlef Wetzeler'],
deliver_p-660008,2023-04-15 04:17:23+00:00,package delivered,,,"['i-880028', 'i-880027', 'i-880050', 'i-880047', 'i-880048', 'i-880046', 'i-880049', 'i-880083', 'i-880082', 'i-880079', 'i-880078', 'i-880081', 'i-880084', 'i-880026']","['iPad Air', 'iPhone 11', 'Kindle', 'iPhone 11 Pro', 'Kindle Paperwhite', 'iPhone X', 'Fire Stick 4K', 'Echo Show 8', 'Kindle', 'iPad', 'Kindle', 'Echo', 'iPad Pro', 'Fire Stick']",['Viki Peeva'],['p-660008']
deliver_p-660007,2023-04-15 05:54:31+00:00,package delivered,,,['i-880009'],['Echo'],['Majid Rafiei'],['p-660007']
pick_i-880090,2023-04-15 06:26:13+00:00,pick item,,,['i-880090'],['iPad'],['Nina Graves'],
send_p-660010,2023-04-15 07:46:56+00:00,send package,,,"['i-880035', 'i-880033', 'i-880034', 'i-880036', 'i-880037', 'i-880032']","['iPhone 11', 'Echo', 'iPhone X', 'Echo Dot', 'iPhone 8', 'MacBook Pro']","['Yisong Zhang', 'Mahsa Bafrani']",['p-660010']
confirm_o-990026,2023-04-15 08:49:36+00:00,confirm order,['o-990026'],['Vesta Fashion House GmbH'],"['i-880096', 'i-880097', 'i-880098', 'i-880099', 'i-880100']","['Echo Dot', 'Echo Dot', 'iPhone 11', 'Fire Stick 4K', 'iPhone 11']",['Jan Niklas Adams'],
pay_o-990023,2023-04-15 09:37:36+00:00,pay order,['o-990023'],,"['i-880078', 'i-880079', 'i-880080', 'i-880081', 'i-880082', 'i-880083', 'i-880084']","['Kindle', 'iPad', 'MacBook Pro', 'Echo', 'Kindle', 'Echo Show 8', 'iPad Pro']",,
reminder_o-990019_12,2023-04-15 13:57:53+00:00,payment reminder,['o-990019'],,"['i-880063', 'i-880064', 'i-880065', 'i-880066']","['Kindle', 'iPhone 11 Pro', 'Kindle', 'iPad Pro']",,
reminder_o-990025_13,2023-04-15 15:04:28+00:00,payment reminder,['o-990025'],,"['i-880094', 'i-880095']","['Kindle', 'iPad']",,
confirm_o-990027,2023-04-15 18:38:23+00:00,confirm order,['o-990027'],['Vesta Fashion House GmbH'],"['i-880101', 'i-880102', 'i-880103', 'i-880104']","['Echo Studio', 'iPad Pro', 'Echo Show 5', 'Echo']",['Jan Niklas Adams'],
confirm_o-990028,2023-04-16 02:09:05+00:00,confirm order,['o-990028'],['AlpenTech Innovations AG'],['i-880105'],['iPad mini'],['Wil van der Aalst'],
deliver_p-660009,2023-04-16 05:40:35+00:00,package delivered,,,"['i-880031', 'i-880029', 'i-880062', 'i-880061', 'i-880060', 'i-880030']","['Echo Show 5', 'MacBook Pro', 'iPhone 11 Pro', 'Echo Studio', 'iPad mini', 'iPhone 11 Pro']",['Gyunam Park'],['p-660009']
pay_o-990027,2023-04-16 07:13:34+00:00,pay order,['o-990027'],,"['i-880101', 'i-880102', 'i-880103', 'i-880104']","['Echo Studio', 'iPad Pro', 'Echo Show 5', 'Echo']",,
confirm_o-990029,2023-04-16 08:47:18+00:00,confirm order,['o-990029'],['Danube Pharmaceuticals BV'],"['i-880106', 'i-880107', 'i-880108', 'i-880109']","['Echo Plus', 'iPhone 8', 'iPad', 'Kindle Paperwhite']",['Christine von Dobbert'],
pay_o-990024,2023-04-16 10:08:34+00:00,pay order,['o-990024'],,"['i-880085', 'i-880086', 'i-880087', 'i-880088', 'i-880089', 'i-880090', 'i-880091', 'i-880092', 'i-880093']","['Echo Studio', 'iPad mini', 'iPad Pro', 'MacBook Air', 'Kindle', 'iPad', 'iPhone 11', 'iPhone 8', 'iPhone 11']",,
pay_o-990022,2023-04-16 10:53:28+00:00,pay order,['o-990022'],,"['i-880070', 'i-880071', 'i-880072', 'i-880073', 'i-880074', 'i-880075', 'i-880076', 'i-880077']","['MacBook Pro', 'iPhone 8', 'iPhone 11 Pro', 'iPad Air', 'Echo Studio', 'Echo', 'iPad', 'MacBook Air']",,
pay_o-990020,2023-04-16 14:21:48+00:00,pay order,['o-990020'],,['i-880067'],['Echo Plus'],,
pay_o-990026,2023-04-16 14:43:06+00:00,pay order,['o-990026'],,"['i-880096', 'i-880097', 'i-880098', 'i-880099', 'i-880100']","['Echo Dot', 'Echo Dot', 'iPhone 11', 'Fire Stick 4K', 'iPhone 11']",,
pay_o-990019,2023-04-16 15:30:04+00:00,pay order,['o-990019'],,"['i-880063', 'i-880064', 'i-880065', 'i-880066']","['Kindle', 'iPhone 11 Pro', 'Kindle', 'iPad Pro']",,
pay_o-990029,2023-04-16 21:24:29+00:00,pay order,['o-990029'],,"['i-880106', 'i-880107', 'i-880108', 'i-880109']","['Echo Plus', 'iPhone 8', 'iPad', 'Kindle Paperwhite']",,
fail_p-660010_2,2023-04-16 21:40:57+00:00,failed delivery,,,"['i-880035', 'i-880033', 'i-880034', 'i-880036', 'i-880037', 'i-880032']","['iPhone 11', 'Echo', 'iPhone X', 'Echo Dot', 'iPhone 8', 'MacBook Pro']",['Yisong Zhang'],['p-660010']
place_o-990030,2023-04-17 02:45:08+00:00,place order,['o-990030'],['Danube Pharmaceuticals BV'],"['i-880110', 'i-880111', 'i-880112', 'i-880113']","['iPad mini', 'MacBook Pro', 'iPad Pro', 'MacBook Air']",,
pick_i-880112,2023-04-17 04:55:54+00:00,pick item,,,['i-880112'],['iPad Pro'],['Leah Tacke genannt Unterberg'],
pick_i-880113,2023-04-17 06:55:54+00:00,pick item,,,['i-880113'],['MacBook Air'],['Mahsa Bafrani'],
pick_i-880111,2023-04-17 07:15:40+00:00,pick item,,,['i-880111'],['MacBook Pro'],['Mahsa Bafrani'],
create_p-660011,2023-04-17 07:33:24+00:00,create package,,,"['i-880052', 'i-880054', 'i-880053', 'i-880076', 'i-880071', 'i-880075', 'i-880070', 'i-880072', 'i-880077', 'i-880074', 'i-880073', 'i-880051']","['iPhone 8', 'iPad', 'MacBook Pro', 'iPad', 'iPhone 8', 'Echo', 'MacBook Pro', 'iPhone 11 Pro', 'MacBook Air', 'Echo Studio', 'iPad Air', 'Kindle']",['Benedikt Knopp'],['p-660011']
pick_i-880110,2023-04-17 07:33:24+00:00,pick item,,,['i-880110'],['iPad mini'],['Marco Pegoraro'],
send_p-660011,2023-04-17 12:55:30+00:00,send package,,,"['i-880052', 'i-880054', 'i-880053', 'i-880076', 'i-880071', 'i-880075', 'i-880070', 'i-880072', 'i-880077', 'i-880074', 'i-880073', 'i-880051']","['iPhone 8', 'iPad', 'MacBook Pro', 'iPad', 'iPhone 8', 'Echo', 'MacBook Pro', 'iPhone 11 Pro', 'MacBook Air', 'Echo Studio', 'iPad Air', 'Kindle']","['Eduardo Goulart Rocha', 'Detlef Wetzeler']",['p-660011']
place_o-990031,2023-04-17 13:03:58+00:00,place order,['o-990031'],['Golden Fleece Textiles S.A.R.L.'],"['i-880114', 'i-880115', 'i-880116', 'i-880117', 'i-880118']","['Kindle Paperwhite', 'iPhone X', 'Fire Stick', 'Echo', 'iPhone X']",,
pay_o-990025,2023-04-17 15:06:58+00:00,pay order,['o-990025'],,"['i-880094', 'i-880095']","['Kindle', 'iPad']",,
pick_i-880114,2023-04-17 15:10:21+00:00,pick item,,,['i-880114'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
pick_i-880117,2023-04-17 15:23:44+00:00,pick item,,,['i-880117'],['Echo'],['Detlef Wetzeler'],
pick_i-880118,2023-04-17 17:17:18+00:00,pick item,,,['i-880118'],['iPhone X'],['Mahsa Bafrani'],
pick_i-880116,2023-04-17 17:25:36+00:00,pick item,,,['i-880116'],['Fire Stick'],['Christopher Schwanen'],
place_o-990032,2023-04-17 17:28:15+00:00,place order,['o-990032'],['Mediterranea Luxury Cruises S.p.A.'],"['i-880119', 'i-880120', 'i-880121']","['iPad', 'Echo Studio', 'iPad Air']",,
