ocel:eid,ocel:timestamp,ocel:activity,ocel:type:orders,ocel:type:customers,ocel:type:items,ocel:type:products,ocel:type:employees,ocel:type:packages
confirm_o-990016,2023-04-11 22:20:37+00:00,confirm order,['o-990016'],['Celtica Green Farms Oy'],"['i-880058', 'i-880059', 'i-880060', 'i-880061', 'i-880062']","['MacBook Air', 'iPad Air', 'Kindle Paperwhite', 'Kindle', 'iPad']",['Istvan Koren'],
out_of_stock_i-880074,2023-04-12 00:05:13+00:00,item out of stock,,,['i-880074'],['Echo'],['Mahsa Bafrani'],
send_p-660005,2023-04-12 00:21:53+00:00,send package,,,['i-880004'],['Fire Stick 4K'],"['Yisong Zhang', 'Yisong Zhang']",['p-660005']
send_p-660004,2023-04-12 00:21:53+00:00,send package,,,"['i-880016', 'i-880073', 'i-880072', 'i-880075', 'i-880017']","['Kindle Paperwhite', 'Kindle', 'Echo Plus', 'Echo Plus', 'Kindle Paperwhite']","['Majid Rafiei', 'Mahsa Bafrani']",['p-660004']
confirm_o-990017,2023-04-12 03:18:13+00:00,confirm order,['o-990017'],['Nordica Systems GmbH'],"['i-880063', 'i-880064']","['Echo Show 5', 'Fire Stick 4K']",['Wil van der Aalst'],
place_o-990021,2023-04-12 03:57:11+00:00,place order,['o-990021'],['Mediterranea Luxury Cruises S.p.A.'],"['i-880076', 'i-880077', 'i-880078', 'i-880079', 'i-880080']","['Echo Show 5', 'iPad mini', 'Echo Plus', 'iPad', 'MacBook Air']",,
deliver_p-660002,2023-04-12 04:10:37+00:00,package delivered,,,"['i-880007', 'i-880005', 'i-880006', 'i-880031', 'i-880030', 'i-880027', 'i-880028', 'i-880026', 'i-880029', 'i-880025', 'i-880008']","['Echo Plus', 'iPhone X', 'MacBook Air', 'Echo Studio', 'Fire Stick', 'Echo Plus', 'Echo', 'iPad Pro', 'Echo Show 5', 'iPhone 11 Pro', 'Echo Show 5']",['Eduardo Goulart Rocha'],['p-660002']
pick_i-880077,2023-04-12 06:10:31+00:00,pick item,,,['i-880077'],['iPad mini'],['Mahsa Bafrani'],
create_p-660006,2023-04-12 08:23:51+00:00,create package,,,"['i-880020', 'i-880021', 'i-880022', 'i-880019', 'i-880045', 'i-880041', 'i-880039', 'i-880043', 'i-880044', 'i-880040', 'i-880042', 'i-880067', 'i-880065', 'i-880068', 'i-880066', 'i-880018']","['iPhone 8', 'iPad Air', 'iPad Pro', 'iPad Air', 'Echo Show 5', 'Echo Dot', 'iPhone 8', 'MacBook Pro', 'iPhone X', 'iPhone 11', 'Echo Show 8', 'Fire Stick 4K', 'Echo Studio', 'Kindle Paperwhite', 'iPhone 11 Pro', 'iPad']",['Mahsa Bafrani'],['p-660006']
pick_i-880080,2023-04-12 08:23:51+00:00,pick item,,,['i-880080'],['MacBook Air'],['Marco Pegoraro'],
pick_i-880078,2023-04-12 08:23:51+00:00,pick item,,,['i-880078'],['Echo Plus'],['Christopher Schwanen'],
pick_i-880076,2023-04-12 08:23:51+00:00,pick item,,,['i-880076'],['Echo Show 5'],['Christopher Schwanen'],
confirm_o-990018,2023-04-12 10:08:37+00:00,confirm order,['o-990018'],['SwissPeak Timepieces AG'],"['i-880065', 'i-880066', 'i-880067', 'i-880068']","['Echo Studio', 'iPhone 11 Pro', 'Fire Stick 4K', 'Kindle Paperwhite']",['Christine von Dobbert'],
reorder_i-880074,2023-04-12 11:11:53+00:00,reorder item,,,['i-880074'],['Echo'],['Mahsa Bafrani'],
pay_o-990016,2023-04-12 12:13:57+00:00,pay order,['o-990016'],,"['i-880058', 'i-880059', 'i-880060', 'i-880061', 'i-880062']","['MacBook Air', 'iPad Air', 'Kindle Paperwhite', 'Kindle', 'iPad']",,
place_o-990022,2023-04-12 13:23:13+00:00,place order,['o-990022'],['Eastern Oak Insurance Zrt.'],"['i-880081', 'i-880082', 'i-880083', 'i-880084']","['Kindle', 'Kindle Paperwhite', 'iPhone 8', 'iPad Air']",,
send_p-660006,2023-04-12 13:23:51+00:00,send package,,,"['i-880020', 'i-880021', 'i-880022', 'i-880019', 'i-880045', 'i-880041', 'i-880039', 'i-880043', 'i-880044', 'i-880040', 'i-880042', 'i-880067', 'i-880065', 'i-880068', 'i-880066', 'i-880018']","['iPhone 8', 'iPad Air', 'iPad Pro', 'iPad Air', 'Echo Show 5', 'Echo Dot', 'iPhone 8', 'MacBook Pro', 'iPhone X', 'iPhone 11', 'Echo Show 8', 'Fire Stick 4K', 'Echo Studio', 'Kindle Paperwhite', 'iPhone 11 Pro', 'iPad']","['Majid Rafiei', 'Christopher Schwanen']",['p-660006']
pick_i-880084,2023-04-12 15:36:33+00:00,pick item,,,['i-880084'],['iPad Air'],['Nina Graves'],
pick_i-880081,2023-04-12 15:36:33+00:00,pick item,,,['i-880081'],['Kindle'],['Christopher Schwanen'],
pick_i-880083,2023-04-12 17:49:53+00:00,pick item,,,['i-880083'],['iPhone 8'],['Marco Pegoraro'],
out_of_stock_i-880079,2023-04-12 17:50:31+00:00,item out of stock,,,['i-880079'],['iPad'],['Nina Graves'],
pick_i-880074,2023-04-12 17:51:53+00:00,pick item,,,['i-880074'],['Echo'],['Christopher Schwanen'],
place_o-990023,2023-04-12 18:06:45+00:00,place order,['o-990023'],['AlpenTech Innovations AG'],"['i-880085', 'i-880086']","['iPhone 8', 'iPhone 11 Pro']",,
pick_i-880086,2023-04-12 22:33:25+00:00,pick item,,,['i-880086'],['iPhone 11 Pro'],['Benedikt Knopp'],
pick_i-880085,2023-04-12 22:33:25+00:00,pick item,,,['i-880085'],['iPhone 8'],['Detlef Wetzeler'],
confirm_o-990019,2023-04-12 23:07:27+00:00,confirm order,['o-990019'],['Mediterranea Luxury Cruises S.p.A.'],"['i-880069', 'i-880070', 'i-880071']","['Echo', 'iPad Air', 'iPad mini']",['Wil van der Aalst'],
reorder_i-880079,2023-04-12 23:23:51+00:00,reorder item,,,['i-880079'],['iPad'],['Leah Tacke genannt Unterberg'],
pay_o-990018,2023-04-13 00:01:57+00:00,pay order,['o-990018'],,"['i-880065', 'i-880066', 'i-880067', 'i-880068']","['Echo Studio', 'iPhone 11 Pro', 'Fire Stick 4K', 'Kindle Paperwhite']",,
create_p-660007,2023-04-13 01:00:00+00:00,create package,,,"['i-880024', 'i-880023']","['Fire Stick 4K', 'Fire Stick 4K']",['Leah Tacke genannt Unterberg'],['p-660007']
out_of_stock_i-880082,2023-04-13 03:16:33+00:00,item out of stock,,,['i-880082'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
confirm_o-990020,2023-04-13 03:51:53+00:00,confirm order,['o-990020'],['Iberian Sun Solaridades SA'],"['i-880072', 'i-880073', 'i-880074', 'i-880075']","['Echo Plus', 'Kindle', 'Echo', 'Echo Plus']",['Christine von Dobbert'],
deliver_p-660003,2023-04-13 04:57:27+00:00,package delivered,,,"['i-880003', 'i-880001', 'i-880002']","['iPad Pro', 'iPad mini', 'iPad Air']",['Alessandro Berti'],['p-660003']
send_p-660007,2023-04-13 06:00:00+00:00,send package,,,"['i-880024', 'i-880023']","['Fire Stick 4K', 'Fire Stick 4K']","['Gyunam Park', 'Marco Pegoraro']",['p-660007']
pay_o-990017,2023-04-13 07:04:53+00:00,pay order,['o-990017'],,"['i-880063', 'i-880064']","['Echo Show 5', 'Fire Stick 4K']",,
place_o-990024,2023-04-13 09:09:49+00:00,place order,['o-990024'],['Vesta Fashion House GmbH'],['i-880087'],['Fire Stick'],,
pick_i-880079,2023-04-13 09:23:51+00:00,pick item,,,['i-880079'],['iPad'],['Nina Graves'],
deliver_p-660005,2023-04-13 09:41:53+00:00,package delivered,,,['i-880004'],['Fire Stick 4K'],['Yisong Zhang'],['p-660005']
pick_i-880087,2023-04-13 11:23:09+00:00,pick item,,,['i-880087'],['Fire Stick'],['Nina Graves'],
place_o-990025,2023-04-13 13:39:56+00:00,place order,['o-990025'],['Balkan Minerals d.o.o.'],"['i-880088', 'i-880089']","['iPhone 8', 'iPhone X']",,
confirm_o-990021,2023-04-13 14:40:31+00:00,confirm order,['o-990021'],['Mediterranea Luxury Cruises S.p.A.'],"['i-880076', 'i-880077', 'i-880078', 'i-880079', 'i-880080']","['Echo Show 5', 'iPad mini', 'Echo Plus', 'iPad', 'MacBook Air']",['Wil van der Aalst'],
fail_p-660004_2,2023-04-13 18:01:53+00:00,failed delivery,,,"['i-880016', 'i-880073', 'i-880072', 'i-880075', 'i-880017']","['Kindle Paperwhite', 'Kindle', 'Echo Plus', 'Echo Plus', 'Kindle Paperwhite']",['Majid Rafiei'],['p-660004']
pick_i-880088,2023-04-13 18:06:36+00:00,pick item,,,['i-880088'],['iPhone 8'],['Benedikt Knopp'],
place_o-990026,2023-04-13 18:40:11+00:00,place order,['o-990026'],['Danube Pharmaceuticals BV'],"['i-880090', 'i-880091']","['Echo Plus', 'Kindle Paperwhite']",,
reorder_i-880082,2023-04-13 19:56:33+00:00,reorder item,,,['i-880082'],['Kindle Paperwhite'],['Benedikt Knopp'],
out_of_stock_i-880089,2023-04-13 20:36:36+00:00,item out of stock,,,['i-880089'],['iPhone X'],['Nina Graves'],
pick_i-880091,2023-04-13 20:53:31+00:00,pick item,,,['i-880091'],['Kindle Paperwhite'],['Nina Graves'],
pick_i-880090,2023-04-13 20:53:31+00:00,pick item,,,['i-880090'],['Echo Plus'],['Nina Graves'],
deliver_p-660006,2023-04-13 22:43:51+00:00,package delivered,,,"['i-880020', 'i-880021', 'i-880022', 'i-880019', 'i-880045', 'i-880041', 'i-880039', 'i-880043', 'i-880044', 'i-880040', 'i-880042', 'i-880067', 'i-880065', 'i-880068', 'i-880066', 'i-880018']","['iPhone 8', 'iPad Air', 'iPad Pro', 'iPad Air', 'Echo Show 5', 'Echo Dot', 'iPhone 8', 'MacBook Pro', 'iPhone X', 'iPhone 11', 'Echo Show 8', 'Fire Stick 4K', 'Echo Studio', 'Kindle Paperwhite', 'iPhone 11 Pro', 'iPad']",['Majid Rafiei'],['p-660006']
confirm_o-990022,2023-04-14 00:06:33+00:00,confirm order,['o-990022'],['Eastern Oak Insurance Zrt.'],"['i-880081', 'i-880082', 'i-880083', 'i-880084']","['Kindle', 'Kindle Paperwhite', 'iPhone 8', 'iPad Air']",['Mara Nitschke'],
pay_o-990021,2023-04-14 04:33:51+00:00,pay order,['o-990021'],,"['i-880076', 'i-880077', 'i-880078', 'i-880079', 'i-880080']","['Echo Show 5', 'iPad mini', 'Echo Plus', 'iPad', 'MacBook Air']",,
confirm_o-990023,2023-04-14 04:50:05+00:00,confirm order,['o-990023'],['AlpenTech Innovations AG'],"['i-880085', 'i-880086']","['iPhone 8', 'iPhone 11 Pro']",['Jan Niklas Adams'],
pick_i-880082,2023-04-14 05:56:33+00:00,pick item,,,['i-880082'],['Kindle Paperwhite'],['Mahsa Bafrani'],
place_o-990027,2023-04-14 10:16:41+00:00,place order,['o-990027'],['Celtica Green Farms Oy'],"['i-880092', 'i-880093', 'i-880094']","['iPhone 11 Pro', 'Fire Stick 4K', 'Echo Dot']",,
reorder_i-880089,2023-04-14 13:16:36+00:00,reorder item,,,['i-880089'],['iPhone X'],['Nina Graves'],
pick_i-880092,2023-04-14 14:43:21+00:00,pick item,,,['i-880092'],['iPhone 11 Pro'],['Benedikt Knopp'],
pick_i-880093,2023-04-14 14:43:21+00:00,pick item,,,['i-880093'],['Fire Stick 4K'],['Nina Graves'],
place_o-990028,2023-04-14 14:53:41+00:00,place order,['o-990028'],['SwissPeak Timepieces AG'],"['i-880095', 'i-880096']","['iPad Pro', 'iPad']",,
deliver_p-660007,2023-04-14 15:20:00+00:00,package delivered,,,"['i-880024', 'i-880023']","['Fire Stick 4K', 'Fire Stick 4K']",['Gyunam Park'],['p-660007']
pay_o-990019,2023-04-14 16:47:27+00:00,pay order,['o-990019'],,"['i-880069', 'i-880070', 'i-880071']","['Echo', 'iPad Air', 'iPad mini']",,
pay_o-990023,2023-04-14 18:43:25+00:00,pay order,['o-990023'],,"['i-880085', 'i-880086']","['iPhone 8', 'iPhone 11 Pro']",,
pick_i-880095,2023-04-14 19:20:21+00:00,pick item,,,['i-880095'],['iPad Pro'],['Benedikt Knopp'],
pick_i-880096,2023-04-14 19:20:21+00:00,pick item,,,['i-880096'],['iPad'],['Christopher Schwanen'],
confirm_o-990024,2023-04-14 19:53:09+00:00,confirm order,['o-990024'],['Vesta Fashion House GmbH'],['i-880087'],['Fire Stick'],['Jan Niklas Adams'],
pick_i-880089,2023-04-14 19:56:36+00:00,pick item,,,['i-880089'],['iPhone X'],['Nina Graves'],
place_o-990029,2023-04-14 20:21:40+00:00,place order,['o-990029'],['Balkan Minerals d.o.o.'],"['i-880097', 'i-880098']","['Echo Studio', 'Fire Stick 4K']",,
create_p-660008,2023-04-14 22:35:00+00:00,create package,,,"['i-880047', 'i-880048', 'i-880049', 'i-880046', 'i-880053', 'i-880057', 'i-880054', 'i-880055', 'i-880056', 'i-880087', 'i-880009']","['iPad Pro', 'iPad Pro', 'iPad mini', 'iPad Pro', 'iPhone 8', 'MacBook Pro', 'iPad Pro', 'Kindle Paperwhite', 'Echo Dot', 'Fire Stick', 'Echo']",['Leah Tacke genannt Unterberg'],['p-660008']
pick_i-880097,2023-04-14 22:35:00+00:00,pick item,,,['i-880097'],['Echo Studio'],['Detlef Wetzeler'],
out_of_stock_i-880094,2023-04-15 00:10:01+00:00,item out of stock,,,['i-880094'],['Echo Dot'],['Detlef Wetzeler'],
confirm_o-990025,2023-04-15 00:23:16+00:00,confirm order,['o-990025'],['Balkan Minerals d.o.o.'],"['i-880088', 'i-880089']","['iPhone 8', 'iPhone X']",['Christine von Dobbert'],
send_p-660008,2023-04-15 03:35:00+00:00,send package,,,"['i-880047', 'i-880048', 'i-880049', 'i-880046', 'i-880053', 'i-880057', 'i-880054', 'i-880055', 'i-880056', 'i-880087', 'i-880009']","['iPad Pro', 'iPad Pro', 'iPad mini', 'iPad Pro', 'iPhone 8', 'MacBook Pro', 'iPad Pro', 'Kindle Paperwhite', 'Echo Dot', 'Fire Stick', 'Echo']","['Viki Peeva', 'Detlef Wetzeler']",['p-660008']
pay_o-990022,2023-04-15 03:53:13+00:00,pay order,['o-990022'],,"['i-880081', 'i-880082', 'i-880083', 'i-880084']","['Kindle', 'Kindle Paperwhite', 'iPhone 8', 'iPad Air']",,
confirm_o-990026,2023-04-15 05:23:31+00:00,confirm order,['o-990026'],['Danube Pharmaceuticals BV'],"['i-880090', 'i-880091']","['Echo Plus', 'Kindle Paperwhite']",['Christine von Dobbert'],
reminder_o-990020_4,2023-04-15 05:51:53+00:00,payment reminder,['o-990020'],,"['i-880072', 'i-880073', 'i-880074', 'i-880075']","['Echo Plus', 'Kindle', 'Echo', 'Echo Plus']",,
out_of_stock_i-880098,2023-04-15 10:15:00+00:00,item out of stock,,,['i-880098'],['Fire Stick 4K'],['Benedikt Knopp'],
reorder_i-880094,2023-04-15 11:16:41+00:00,reorder item,,,['i-880094'],['Echo Dot'],['Benedikt Knopp'],
deliver_p-660004,2023-04-15 11:41:53+00:00,package delivered,,,"['i-880016', 'i-880073', 'i-880072', 'i-880075', 'i-880017']","['Kindle Paperwhite', 'Kindle', 'Echo Plus', 'Echo Plus', 'Kindle Paperwhite']",['Majid Rafiei'],['p-660004']
confirm_o-990027,2023-04-15 21:00:01+00:00,confirm order,['o-990027'],['Celtica Green Farms Oy'],"['i-880092', 'i-880093', 'i-880094']","['iPhone 11 Pro', 'Fire Stick 4K', 'Echo Dot']",['Istvan Koren'],
reorder_i-880098,2023-04-15 21:21:40+00:00,reorder item,,,['i-880098'],['Fire Stick 4K'],['Detlef Wetzeler'],
pay_o-990024,2023-04-15 23:39:49+00:00,pay order,['o-990024'],,['i-880087'],['Fire Stick'],,
pick_i-880094,2023-04-16 00:36:41+00:00,pick item,,,['i-880094'],['Echo Dot'],['Marco Pegoraro'],
pick_i-880098,2023-04-16 00:41:40+00:00,pick item,,,['i-880098'],['Fire Stick 4K'],['Christopher Schwanen'],
confirm_o-990028,2023-04-16 01:37:01+00:00,confirm order,['o-990028'],['SwissPeak Timepieces AG'],"['i-880095', 'i-880096']","['iPad Pro', 'iPad']",['Christine von Dobbert'],
confirm_o-990029,2023-04-16 07:05:00+00:00,confirm order,['o-990029'],['Balkan Minerals d.o.o.'],"['i-880097', 'i-880098']","['Echo Studio', 'Fire Stick 4K']",['Christine von Dobbert'],
pay_o-990028,2023-04-16 15:30:21+00:00,pay order,['o-990028'],,"['i-880095', 'i-880096']","['iPad Pro', 'iPad']",,
pay_o-990025,2023-04-16 18:03:16+00:00,pay order,['o-990025'],,"['i-880088', 'i-880089']","['iPhone 8', 'iPhone X']",,
pay_o-990029,2023-04-16 20:58:20+00:00,pay order,['o-990029'],,"['i-880097', 'i-880098']","['Echo Studio', 'Fire Stick 4K']",,
fail_p-660008_3,2023-04-16 21:15:00+00:00,failed delivery,,,"['i-880047', 'i-880048', 'i-880049', 'i-880046', 'i-880053', 'i-880057', 'i-880054', 'i-880055', 'i-880056', 'i-880087', 'i-880009']","['iPad Pro', 'iPad Pro', 'iPad mini', 'iPad Pro', 'iPhone 8', 'MacBook Pro', 'iPad Pro', 'Kindle Paperwhite', 'Echo Dot', 'Fire Stick', 'Echo']",['Viki Peeva'],['p-660008']
pay_o-990027,2023-04-17 00:46:41+00:00,pay order,['o-990027'],,"['i-880092', 'i-880093', 'i-880094']","['iPhone 11 Pro', 'Fire Stick 4K', 'Echo Dot']",,
place_o-990030,2023-04-17 02:45:08+00:00,place order,['o-990030'],['Eastern Oak Insurance Zrt.'],"['i-880099', 'i-880100']","['iPhone 11 Pro', 'MacBook Air']",,
pick_i-880099,2023-04-17 04:58:28+00:00,pick item,,,['i-880099'],['iPhone 11 Pro'],['Marco Pegoraro'],
pick_i-880100,2023-04-17 04:58:28+00:00,pick item,,,['i-880100'],['MacBook Air'],['Benedikt Knopp'],
pay_o-990020,2023-04-17 05:05:13+00:00,pay order,['o-990020'],,"['i-880072', 'i-880073', 'i-880074', 'i-880075']","['Echo Plus', 'Kindle', 'Echo', 'Echo Plus']",,
pay_o-990026,2023-04-17 12:56:51+00:00,pay order,['o-990026'],,"['i-880090', 'i-880091']","['Echo Plus', 'Kindle Paperwhite']",,
place_o-990031,2023-04-17 13:03:58+00:00,place order,['o-990031'],['Eastern Oak Insurance Zrt.'],"['i-880101', 'i-880102', 'i-880103']","['iPhone 8', 'Kindle Paperwhite', 'Kindle Paperwhite']",,
pick_i-880103,2023-04-17 15:17:18+00:00,pick item,,,['i-880103'],['Kindle Paperwhite'],['Leah Tacke genannt Unterberg'],
pick_i-880101,2023-04-17 15:17:18+00:00,pick item,,,['i-880101'],['iPhone 8'],['Leah Tacke genannt Unterberg'],
place_o-990032,2023-04-17 17:28:15+00:00,place order,['o-990032'],['Baltic Wave Energies Ltd.'],"['i-880104', 'i-880105']","['Kindle Paperwhite', 'iPad Air']",,
pick_i-880105,2023-04-17 19:41:35+00:00,pick item,,,['i-880105'],['iPad Air'],['Benedikt Knopp'],
pick_i-880104,2023-04-17 19:41:35+00:00,pick item,,,['i-880104'],['Kindle Paperwhite'],['Nina Graves'],
out_of_stock_i-880102,2023-04-17 20:00:38+00:00,item out of stock,,,['i-880102'],['Kindle Paperwhite'],['Mahsa Bafrani'],
create_p-660009,2023-04-18 01:00:00+00:00,create package,,,"['i-880033', 'i-880035', 'i-880034', 'i-880061', 'i-880062', 'i-880059', 'i-880060', 'i-880058', 'i-880092', 'i-880093', 'i-880094', 'i-880032']","['iPhone 11', 'Kindle', 'iPhone 8', 'Kindle', 'iPad', 'iPad Air', 'Kindle Paperwhite', 'MacBook Air', 'iPhone 11 Pro', 'Fire Stick 4K', 'Echo Dot', 'Fire Stick']",['Nina Graves'],['p-660009']
reorder_i-880102,2023-04-18 01:33:58+00:00,reorder item,,,['i-880102'],['Kindle Paperwhite'],['Nina Graves'],
pick_i-880102,2023-04-18 04:53:58+00:00,pick item,,,['i-880102'],['Kindle Paperwhite'],['Christopher Schwanen'],
send_p-660009,2023-04-18 06:00:00+00:00,send package,,,"['i-880033', 'i-880035', 'i-880034', 'i-880061', 'i-880062', 'i-880059', 'i-880060', 'i-880058', 'i-880092', 'i-880093', 'i-880094', 'i-880032']","['iPhone 11', 'Kindle', 'iPhone 8', 'Kindle', 'iPad', 'iPad Air', 'Kindle Paperwhite', 'MacBook Air', 'iPhone 11 Pro', 'Fire Stick 4K', 'Echo Dot', 'Fire Stick']","['Majid Rafiei', 'Christopher Schwanen']",['p-660009']
place_o-990033,2023-04-18 07:33:53+00:00,place order,['o-990033'],['Riviera Robotics SAS'],"['i-880106', 'i-880107', 'i-880108', 'i-880109']","['Echo', 'Kindle Paperwhite', 'iPad Air', 'Echo Studio']",,
pick_i-880107,2023-04-18 09:47:13+00:00,pick item,,,['i-880107'],['Kindle Paperwhite'],['Mahsa Bafrani'],
pick_i-880109,2023-04-18 09:47:13+00:00,pick item,,,['i-880109'],['Echo Studio'],['Mahsa Bafrani'],
pick_i-880108,2023-04-18 09:47:13+00:00,pick item,,,['i-880108'],['iPad Air'],['Nina Graves'],
place_o-990034,2023-04-18 13:21:35+00:00,place order,['o-990034'],['Baltic Wave Energies Ltd.'],"['i-880110', 'i-880111', 'i-880112', 'i-880113', 'i-880114', 'i-880115']","['iPad mini', 'iPhone 11', 'Echo Dot', 'Echo Show 8', 'iPhone 8', 'iPad mini']",,
confirm_o-990030,2023-04-18 13:28:28+00:00,confirm order,['o-990030'],['Eastern Oak Insurance Zrt.'],"['i-880099', 'i-880100']","['iPhone 11 Pro', 'MacBook Air']",['Mara Nitschke'],
out_of_stock_i-880106,2023-04-18 14:30:33+00:00,item out of stock,,,['i-880106'],['Echo'],['Christopher Schwanen'],
deliver_p-660008,2023-04-18 14:55:00+00:00,package delivered,,,"['i-880047', 'i-880048', 'i-880049', 'i-880046', 'i-880053', 'i-880057', 'i-880054', 'i-880055', 'i-880056', 'i-880087', 'i-880009']","['iPad Pro', 'iPad Pro', 'iPad mini', 'iPad Pro', 'iPhone 8', 'MacBook Pro', 'iPad Pro', 'Kindle Paperwhite', 'Echo Dot', 'Fire Stick', 'Echo']",['Viki Peeva'],['p-660008']
pick_i-880115,2023-04-18 15:34:55+00:00,pick item,,,['i-880115'],['iPad mini'],['Marco Pegoraro'],
pick_i-880113,2023-04-18 15:34:55+00:00,pick item,,,['i-880113'],['Echo Show 8'],['Leah Tacke genannt Unterberg'],
pick_i-880111,2023-04-18 15:34:55+00:00,pick item,,,['i-880111'],['iPhone 11'],['Benedikt Knopp'],
pick_i-880110,2023-04-18 15:34:55+00:00,pick item,,,['i-880110'],['iPad mini'],['Detlef Wetzeler'],
pick_i-880112,2023-04-18 15:34:55+00:00,pick item,,,['i-880112'],['Echo Dot'],['Leah Tacke genannt Unterberg'],
pick_i-880114,2023-04-18 15:34:55+00:00,pick item,,,['i-880114'],['iPhone 8'],['Nina Graves'],
place_o-990035,2023-04-18 18:03:28+00:00,place order,['o-990035'],['Vesta Fashion House GmbH'],"['i-880116', 'i-880117', 'i-880118', 'i-880119']","['iPhone X', 'iPhone X', 'iPhone 8', 'iPhone X']",,
reorder_i-880106,2023-04-18 20:03:53+00:00,reorder item,,,['i-880106'],['Echo'],['Marco Pegoraro'],
pick_i-880116,2023-04-18 20:16:48+00:00,pick item,,,['i-880116'],['iPhone X'],['Christopher Schwanen'],
pick_i-880117,2023-04-18 20:16:48+00:00,pick item,,,['i-880117'],['iPhone X'],['Benedikt Knopp'],
pick_i-880106,2023-04-18 23:23:53+00:00,pick item,,,['i-880106'],['Echo'],['Leah Tacke genannt Unterberg'],
confirm_o-990031,2023-04-18 23:47:18+00:00,confirm order,['o-990031'],['Eastern Oak Insurance Zrt.'],"['i-880101', 'i-880102', 'i-880103']","['iPhone 8', 'Kindle Paperwhite', 'Kindle Paperwhite']",['Mara Nitschke'],
out_of_stock_i-880119,2023-04-19 01:00:08+00:00,item out of stock,,,['i-880119'],['iPhone X'],['Benedikt Knopp'],
out_of_stock_i-880118,2023-04-19 01:00:08+00:00,item out of stock,,,['i-880118'],['iPhone 8'],['Marco Pegoraro'],
pay_o-990030,2023-04-19 03:21:48+00:00,pay order,['o-990030'],,"['i-880099', 'i-880100']","['iPhone 11 Pro', 'MacBook Air']",,
confirm_o-990032,2023-04-19 04:11:35+00:00,confirm order,['o-990032'],['Baltic Wave Energies Ltd.'],"['i-880104', 'i-880105']","['Kindle Paperwhite', 'iPad Air']",['Wil van der Aalst'],
reorder_i-880119,2023-04-19 06:33:28+00:00,reorder item,,,['i-880119'],['iPhone X'],['Benedikt Knopp'],
reorder_i-880118,2023-04-19 06:33:28+00:00,reorder item,,,['i-880118'],['iPhone 8'],['Detlef Wetzeler'],
place_o-990036,2023-04-19 09:03:02+00:00,place order,['o-990036'],['Golden Fleece Textiles S.A.R.L.'],"['i-880120', 'i-880121', 'i-880122', 'i-880123']","['Echo Studio', 'MacBook Pro', 'iPhone 8', 'iPhone 8']",,
create_p-660010,2023-04-19 09:53:28+00:00,create package,,,"['i-880036', 'i-880038', 'i-880071', 'i-880069', 'i-880070', 'i-880077', 'i-880080', 'i-880078', 'i-880076', 'i-880079', 'i-880037']","['MacBook Pro', 'Kindle Paperwhite', 'iPad mini', 'Echo', 'iPad Air', 'iPad mini', 'MacBook Air', 'Echo Plus', 'Echo Show 5', 'iPad', 'Echo Studio']",['Marco Pegoraro'],['p-660010']
